id,id_type_relation,entite1,entite2,id_patron,extrait,reference
25281,10,rhizome,gingembre,218,"à partir des rhizomes du gingembre, et",./corpus/wikipedia/Gnamankoudji.txt #61
25282,777,rhizome,gingembre,218,"à partir des rhizomes du gingembre, et",./corpus/wikipedia/Gnamankoudji.txt #61
25283,17,autre,pays,6300,préparées dans d'autres pays d'Afrique,./corpus/wikipedia/Gnamankoudji.txt #82
25284,0,pays,Afrique,6301,dans d'autres pays d'Afrique subsaharienne:,./corpus/wikipedia/Gnamankoudji.txt #83
25285,8,pays,Afrique,6301,dans d'autres pays d'Afrique subsaharienne:,./corpus/wikipedia/Gnamankoudji.txt #83
25286,15,pays,Afrique,6301,dans d'autres pays d'Afrique subsaharienne:,./corpus/wikipedia/Gnamankoudji.txt #83
25287,64,pays,Afrique,6301,dans d'autres pays d'Afrique subsaharienne:,./corpus/wikipedia/Gnamankoudji.txt #83
25288,28,pâtisserie,chinois,6302,"un type de pâtisserie chinoise frite,",./corpus/wikipedia/Jian dui.txt #9
25289,777,pâtisserie,chinois,6302,"un type de pâtisserie chinoise frite,",./corpus/wikipedia/Jian dui.txt #9
25290,0,graine,sésame,6303,gluant recouverte de graines de sésame. L',./corpus/wikipedia/Jian dui.txt #21
25291,8,graine,sésame,6303,gluant recouverte de graines de sésame. L',./corpus/wikipedia/Jian dui.txt #21
25292,0,haricot,noir,6304,de pâte de haricots noirs (hei,./corpus/wikipedia/Jian dui.txt #68
25293,0,restaurant,chinois,6305,.Dans les restaurants chinois nord-américainset les,./corpus/wikipedia/Jian dui.txt #140
25294,8,restaurant,chinois,6305,.Dans les restaurants chinois nord-américainset les,./corpus/wikipedia/Jian dui.txt #140
25295,17,restaurant,chinois,6305,.Dans les restaurants chinois nord-américainset les,./corpus/wikipedia/Jian dui.txt #140
25296,28,restaurant,chinois,6305,.Dans les restaurants chinois nord-américainset les,./corpus/wikipedia/Jian dui.txt #140
25297,28,restaurant,pâtisserie,6306,".Dans les restaurants chinois nord-américainset les pâtisseries, ils",./corpus/wikipedia/Jian dui.txt #140
25298,0,même,période,3186,évoqué à la même période dans un,./corpus/wikipedia/Jian dui.txt #201
25299,17,même,période,3186,évoqué à la même période dans un,./corpus/wikipedia/Jian dui.txt #201
25300,23,même,période,3186,évoqué à la même période dans un,./corpus/wikipedia/Jian dui.txt #201
25301,0,région,sud,1085,apportés dans les régions du sud par les,./corpus/wikipedia/Jian dui.txt #218
25302,8,région,sud,1085,apportés dans les régions du sud par les,./corpus/wikipedia/Jian dui.txt #218
25303,17,région,sud,1085,apportés dans les régions du sud par les,./corpus/wikipedia/Jian dui.txt #218
25304,28,région,sud,1085,apportés dans les régions du sud par les,./corpus/wikipedia/Jian dui.txt #218
25305,777,migration,Chine,6307,sud par les migrations depuis la Chine centrale et,./corpus/wikipedia/Jian dui.txt #223
25306,0,cuisine,Chine,6308,ainsi intégré la cuisine de Chine du sud,./corpus/wikipedia/Jian dui.txt #233
25307,15,cuisine,Chine,6308,ainsi intégré la cuisine de Chine du sud,./corpus/wikipedia/Jian dui.txt #233
25308,777,cuisine,Chine,6308,ainsi intégré la cuisine de Chine du sud,./corpus/wikipedia/Jian dui.txt #233
25309,0,graine,sésame,8,"farci avec des graines de sésame, du",./corpus/wikipedia/Jian dui.txt #310
25310,8,graine,sésame,8,"farci avec des graines de sésame, du",./corpus/wikipedia/Jian dui.txt #310
25311,0,sirop,sucre,54,jaggery ou du sirop de sucre et de,./corpus/wikipedia/Jian dui.txt #318
25312,9,sirop,sucre,54,jaggery ou du sirop de sucre et de,./corpus/wikipedia/Jian dui.txt #318
25313,50,sirop,sucre,54,jaggery ou du sirop de sucre et de,./corpus/wikipedia/Jian dui.txt #318
25314,666,sirop,sucre,54,jaggery ou du sirop de sucre et de,./corpus/wikipedia/Jian dui.txt #318
25315,26,pâte,sucrer,4910,farci avec une pâte sucrée de haricots,./corpus/wikipedia/Jian dui.txt #342
25316,17,quartier,chinois,5,rue dans les quartiers chinois et dans,./corpus/wikipedia/Jian dui.txt #415
25317,0,haricot,rouge,6304,"de pâte de haricots rouges.
",./corpus/wikipedia/Jian dui.txt #449
25318,17,haricot,rouge,6304,"de pâte de haricots rouges.
",./corpus/wikipedia/Jian dui.txt #449
25319,106,haricot,rouge,6304,"de pâte de haricots rouges.
",./corpus/wikipedia/Jian dui.txt #449
25320,17,mets,chinois,6309,l'intégration de mets chinois (particulièrement,./corpus/wikipedia/Jian dui.txt #512
25321,0,cuisine,local,5,) dans la cuisine locale a rendu,./corpus/wikipedia/Jian dui.txt #523
25322,17,restaurant,local,6310,", même les restaurants locaux qui ne",./corpus/wikipedia/Jian dui.txt #564
25323,0,haricot,rouge,24,"lotus et aux haricots rouges, des",./corpus/wikipedia/Jian dui.txt #597
25324,17,haricot,rouge,24,"lotus et aux haricots rouges, des",./corpus/wikipedia/Jian dui.txt #597
25325,106,haricot,rouge,24,"lotus et aux haricots rouges, des",./corpus/wikipedia/Jian dui.txt #597
25326,666,parfumer,essence,6311,bánh rán sont parfumés avec de l'essence de fleur,./corpus/wikipedia/Jian dui.txt #655
25327,0,essence,fleur,6312,avec de l'essence de fleur de jasmin,./corpus/wikipedia/Jian dui.txt #659
25328,0,fleur,jasmin,6313,l'essence de fleur de jasmin (appelé,./corpus/wikipedia/Jian dui.txt #661
25329,8,fleur,jasmin,6313,l'essence de fleur de jasmin (appelé,./corpus/wikipedia/Jian dui.txt #661
25330,666,fleur,jasmin,6313,l'essence de fleur de jasmin (appelé,./corpus/wikipedia/Jian dui.txt #661
25331,777,fleur,jasmin,6313,l'essence de fleur de jasmin (appelé,./corpus/wikipedia/Jian dui.txt #661
25332,17,cuisine,Padang,11,,./corpus/wikipedia/Cuisine de Padang.txt #1
25333,777,minangkabau,Sumatra,6314,"la cuisine des Minangkabau de Sumatra occidental,",./corpus/wikipedia/Cuisine de Padang.txt #8
25334,17,nom,anglais,6315,ailleurs sous le nom anglais de padang,./corpus/wikipedia/Cuisine de Padang.txt #47
25335,777,nom,anglais,6315,ailleurs sous le nom anglais de padang,./corpus/wikipedia/Cuisine de Padang.txt #47
25336,0,ville,Padang,11,"d'après la ville de Padang, la",./corpus/wikipedia/Cuisine de Padang.txt #56
25337,64,ville,Padang,11,"d'après la ville de Padang, la",./corpus/wikipedia/Cuisine de Padang.txt #56
25338,0,capitale,province,6231,"Padang, la capitale de la province de Sumatra",./corpus/wikipedia/Cuisine de Padang.txt #61
25339,7,capitale,province,6231,"Padang, la capitale de la province de Sumatra",./corpus/wikipedia/Cuisine de Padang.txt #61
25340,17,cuisine,Padang,11,".
La cuisine de Padang est omniprésente",./corpus/wikipedia/Cuisine de Padang.txt #89
25341,17,terme,cuisine,6316,Singapour. Le terme de cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #108
25342,17,cuisine,Padang,11,".
La cuisine de Padang est réputée",./corpus/wikipedia/Cuisine de Padang.txt #149
25343,17,emploi,lait,4119,goût et son emploi de lait de coco,./corpus/wikipedia/Cuisine de Padang.txt #159
25344,17,cuisine,Padang,11,"musulmane, la cuisine de Padang est halal",./corpus/wikipedia/Cuisine de Padang.txt #194
25345,0,tout,morceau,6317,poisson. Quasiment tous les morceaux du bœuf,./corpus/wikipedia/Cuisine de Padang.txt #227
25346,7,tout,morceau,6317,poisson. Quasiment tous les morceaux du bœuf,./corpus/wikipedia/Cuisine de Padang.txt #227
25347,21,tout,morceau,6317,poisson. Quasiment tous les morceaux du bœuf,./corpus/wikipedia/Cuisine de Padang.txt #227
25348,35,tout,morceau,6317,poisson. Quasiment tous les morceaux du bœuf,./corpus/wikipedia/Cuisine de Padang.txt #227
25349,0,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25350,3,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25351,10,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25352,15,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25353,16,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25354,80,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25355,666,plat,cuisine,6318,dire servant des plats de la cuisine de Padang,./corpus/wikipedia/Cuisine de Padang.txt #363
25356,0,bol,eau,6319,"Unkobokan, un bol d'eau plate citronnée",./corpus/wikipedia/Cuisine de Padang.txt #383
25357,666,buffet,service,6320,"plats dans un buffet libre-service.
",./corpus/wikipedia/Cuisine de Padang.txt #427
25358,0,petit,quantité,6321,de plats en petites quantités. Les,./corpus/wikipedia/Cuisine de Padang.txt #465
25359,35,petit,quantité,6321,de plats en petites quantités. Les,./corpus/wikipedia/Cuisine de Padang.txt #465
25360,17,cuisine,Padang,11,emblématiques de la cuisine de Padang est le,./corpus/wikipedia/Cuisine de Padang.txt #495
25361,6,rendang,ragoût,6322,"Padang est le rendang, un ragoût épicé de",./corpus/wikipedia/Cuisine de Padang.txt #500
25362,0,bœuf,soupe,6323,soto Padang (bœuf croustillant dans une soupe épicée),./corpus/wikipedia/Cuisine de Padang.txt #512
25363,17,soupe,épicé,5,croustillant dans une soupe épicée) est,./corpus/wikipedia/Cuisine de Padang.txt #516
25364,0,petit,déjeuner,6324,) est un petit déjeuner de prédilection,./corpus/wikipedia/Cuisine de Padang.txt #521
25365,5,petit,déjeuner,6324,) est un petit déjeuner de prédilection,./corpus/wikipedia/Cuisine de Padang.txt #521
25366,19,sate,sate,6325,tandis que le sate (sate de bœuf,./corpus/wikipedia/Cuisine de Padang.txt #529
25367,0,plat,riz,8,amenés dans un plat de riz ou dans,./corpus/wikipedia/Cuisine de Padang.txt #579
25368,9,plat,riz,8,amenés dans un plat de riz ou dans,./corpus/wikipedia/Cuisine de Padang.txt #579
25369,28,plat,riz,8,amenés dans un plat de riz ou dans,./corpus/wikipedia/Cuisine de Padang.txt #579
25370,41,plat,riz,8,amenés dans un plat de riz ou dans,./corpus/wikipedia/Cuisine de Padang.txt #579
25371,42,plat,riz,8,amenés dans un plat de riz ou dans,./corpus/wikipedia/Cuisine de Padang.txt #579
25372,0,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25373,3,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25374,9,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25375,15,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25376,21,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25377,28,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25378,129,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25379,666,restaurant,cuisine,6326,une myriade de restaurants de cuisine padang en,./corpus/wikipedia/Cuisine de Padang.txt #594
25380,15,type,cuisine,8,restaurants proposant ce type de cuisine et de,./corpus/wikipedia/Cuisine de Padang.txt #624
25381,0,pain,plat,6327,mlinci est un pain plat originaire d',./corpus/wikipedia/Mlinci.txt #4
25382,17,pain,plat,6327,mlinci est un pain plat originaire d',./corpus/wikipedia/Mlinci.txt #4
25383,0,pain,Europe,6328,mlinci est un pain plat originaire d'Europe centrale.,./corpus/wikipedia/Mlinci.txt #4
25384,777,pain,Europe,6328,mlinci est un pain plat originaire d'Europe centrale.,./corpus/wikipedia/Mlinci.txt #4
25385,0,flocon,avoine,6329,"biscuit fait de flocons d'avoine, de",./corpus/wikipedia/Biscuit ANZAC.txt #8
25386,10,flocon,avoine,6329,"biscuit fait de flocons d'avoine, de",./corpus/wikipedia/Biscuit ANZAC.txt #8
25387,0,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25388,3,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25389,5,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25390,9,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25391,10,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25392,20,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25393,35,corps,armée,6330,l'honneur des corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #30
25394,0,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25395,3,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25396,5,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25397,9,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25398,10,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25399,20,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25400,35,corps,armée,2221,Army Corps (Corps d'armée australien et,./corpus/wikipedia/Biscuit ANZAC.txt #55
25401,0,corps,expéditionnaire,247,"néo-zélandais), corps expéditionnaire qui a",./corpus/wikipedia/Biscuit ANZAC.txt #63
25402,10,corps,expéditionnaire,247,"néo-zélandais), corps expéditionnaire qui a",./corpus/wikipedia/Biscuit ANZAC.txt #63
25403,15,long,voyage,6331,pour résister aux longs voyages de la,./corpus/wikipedia/Biscuit ANZAC.txt #117
25404,23,long,voyage,6331,pour résister aux longs voyages de la,./corpus/wikipedia/Biscuit ANZAC.txt #117
25405,0,livre,cuisine,8,ANZAC dans un livre de cuisine datant de,./corpus/wikipedia/Biscuit ANZAC.txt #178
25406,142,livre,cuisine,8,ANZAC dans un livre de cuisine datant de,./corpus/wikipedia/Biscuit ANZAC.txt #178
25407,19,biscuit,biscuit,6332,1921. Oatmeal biscuit (biscuit à la,./corpus/wikipedia/Biscuit ANZAC.txt #186
25408,0,biscuit,farine,6333,Oatmeal biscuit (biscuit à la farine d'avoine,./corpus/wikipedia/Biscuit ANZAC.txt #188
25409,50,biscuit,farine,6333,Oatmeal biscuit (biscuit à la farine d'avoine,./corpus/wikipedia/Biscuit ANZAC.txt #188
25410,0,farine,avoine,8,"biscuit à la farine d'avoine),",./corpus/wikipedia/Biscuit ANZAC.txt #191
25411,23,neuvième,édition,6334,crispies dans la neuvième édition de St,./corpus/wikipedia/Biscuit ANZAC.txt #201
25412,0,livre,cuisine,6039,dans d'autres livres de cuisine de l',./corpus/wikipedia/Biscuit ANZAC.txt #227
25413,142,livre,cuisine,6039,dans d'autres livres de cuisine de l',./corpus/wikipedia/Biscuit ANZAC.txt #227
25414,0,biscuit,farine,8,). Les biscuits de farine ou de,./corpus/wikipedia/Biscuit ANZAC.txt #262
25415,50,biscuit,farine,8,). Les biscuits de farine ou de,./corpus/wikipedia/Biscuit ANZAC.txt #262
25416,0,flocon,avoine,54,farine ou de flocons d'avoine (selon,./corpus/wikipedia/Biscuit ANZAC.txt #267
25417,10,flocon,avoine,54,farine ou de flocons d'avoine (selon,./corpus/wikipedia/Biscuit ANZAC.txt #267
25418,0,ville,Dunedin,6335,développés dans la ville de Dunedin comme variante,./corpus/wikipedia/Biscuit ANZAC.txt #279
25419,64,ville,Dunedin,6335,développés dans la ville de Dunedin comme variante,./corpus/wikipedia/Biscuit ANZAC.txt #279
25420,23,important,centre,6336,ville étant un important centre d'immigration,./corpus/wikipedia/Biscuit ANZAC.txt #293
25421,0,force,militaire,6337,lien avec les forces militaires ils sont,./corpus/wikipedia/Biscuit ANZAC.txt #356
25422,3,force,militaire,6337,lien avec les forces militaires ils sont,./corpus/wikipedia/Biscuit ANZAC.txt #356
25423,35,force,militaire,6337,lien avec les forces militaires ils sont,./corpus/wikipedia/Biscuit ANZAC.txt #356
25424,777,ministère,ancien,6338,la permission du ministère des anciens combattants[Informationdouteuse],./corpus/wikipedia/Biscuit ANZAC.txt #428
25425,0,poursuite,judiciaire,6339,l'objet de poursuites judiciaires. Une,./corpus/wikipedia/Biscuit ANZAC.txt #447
25426,666,poursuite,judiciaire,6339,l'objet de poursuites judiciaires. Une,./corpus/wikipedia/Biscuit ANZAC.txt #447
25427,17,version,britannique,6340,".
Une version britannique du biscuit",./corpus/wikipedia/Biscuit ANZAC.txt #502
25428,777,alcool,riz,2062,"saké, l'alcool de riz du Japon",./corpus/wikipedia/Chōshi.txt #21
25429,0,riz,Japon,6341,l'alcool de riz du Japon. Il,./corpus/wikipedia/Chōshi.txt #23
25430,0,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25431,5,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25432,8,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25433,27,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25434,666,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25435,777,céramique,porcelaine,6342,"métal, en céramique, en porcelaine ou en",./corpus/wikipedia/Chōshi.txt #34
25436,0,bec,verseur,5,il a un bec verseur et une,./corpus/wikipedia/Chōshi.txt #51
25437,9,bec,verseur,5,il a un bec verseur et une,./corpus/wikipedia/Chōshi.txt #51
25438,10,bec,verseur,5,il a un bec verseur et une,./corpus/wikipedia/Chōshi.txt #51
25439,17,bec,verseur,5,il a un bec verseur et une,./corpus/wikipedia/Chōshi.txt #51
25440,24,même,type,6343,", désigne le même type de verseuse",./corpus/wikipedia/Chōshi.txt #85
25441,17,mets,traditionnel,1173,umplută sont un mets traditionnel roumain et,./corpus/wikipedia/Sarmale.txt #10
25442,0,chou,farci,5,agit d'un chou farci ou encore,./corpus/wikipedia/Sarmale.txt #21
25443,0,feuille,chou,8,composé d'une feuille de chou farcie avec,./corpus/wikipedia/Sarmale.txt #34
25444,10,feuille,chou,8,composé d'une feuille de chou farcie avec,./corpus/wikipedia/Sarmale.txt #34
25445,17,herbe,aromatique,127,", et des herbes aromatiques comme la",./corpus/wikipedia/Sarmale.txt #58
25446,666,herbe,aromatique,127,", et des herbes aromatiques comme la",./corpus/wikipedia/Sarmale.txt #58
25447,0,herbe,sarriette,1971,", et des herbes aromatiques comme la sarriette ou l'",./corpus/wikipedia/Sarmale.txt #58
25448,0,pot,terre,119,empilés dans un pot en terre cuite dans,./corpus/wikipedia/Sarmale.txt #76
25449,9,pot,terre,119,empilés dans un pot en terre cuite dans,./corpus/wikipedia/Sarmale.txt #76
25450,50,pot,terre,119,empilés dans un pot en terre cuite dans,./corpus/wikipedia/Sarmale.txt #76
25451,666,pot,terre,119,empilés dans un pot en terre cuite dans,./corpus/wikipedia/Sarmale.txt #76
25452,0,mélange,bouillon,6344,cuite dans un mélange de bouillon de bor,./corpus/wikipedia/Sarmale.txt #82
25453,0,sauce,tomate,93,bor et de sauce tomate. Une,./corpus/wikipedia/Sarmale.txt #89
25454,9,sauce,tomate,93,bor et de sauce tomate. Une,./corpus/wikipedia/Sarmale.txt #89
25455,28,sauce,tomate,93,bor et de sauce tomate. Une,./corpus/wikipedia/Sarmale.txt #89
25456,50,sauce,tomate,93,bor et de sauce tomate. Une,./corpus/wikipedia/Sarmale.txt #89
25457,666,sauce,tomate,93,bor et de sauce tomate. Une,./corpus/wikipedia/Sarmale.txt #89
25458,0,sauce,brun,5,tomate. Une sauce brune appelé rânta,./corpus/wikipedia/Sarmale.txt #93
25459,106,sauce,brun,5,tomate. Une sauce brune appelé rânta,./corpus/wikipedia/Sarmale.txt #93
25460,0,fin,préparation,363,ajoutée à la fin de la préparation. Les,./corpus/wikipedia/Sarmale.txt #110
25461,0,feuille,vigne,6345,"désigne aussi des feuilles de vigne farcies,",./corpus/wikipedia/Sarmale.txt #136
25462,8,feuille,vigne,6345,"désigne aussi des feuilles de vigne farcies,",./corpus/wikipedia/Sarmale.txt #136
25463,10,feuille,vigne,6345,"désigne aussi des feuilles de vigne farcies,",./corpus/wikipedia/Sarmale.txt #136
25464,15,feuille,vigne,6345,"désigne aussi des feuilles de vigne farcies,",./corpus/wikipedia/Sarmale.txt #136
25465,0,pays,roumain,5,".
Les pays roumains sont des",./corpus/wikipedia/Sarmale.txt #151
25466,0,Roman,auteur,6346,"affirme Radu Anton Roman, auteur du livre",./corpus/wikipedia/Sarmale.txt #170
25467,666,Roman,auteur,6346,"affirme Radu Anton Roman, auteur du livre",./corpus/wikipedia/Sarmale.txt #170
25468,0,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25469,10,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25470,15,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25471,42,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25472,53,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25473,173,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25474,666,auteur,livre,8,"Anton Roman, auteur du livre Plats,",./corpus/wikipedia/Sarmale.txt #172
25475,0,chou,farci,5,et comment les choux farcis sont arrivés,./corpus/wikipedia/Sarmale.txt #232
25476,0,spécialité,culinaire,280,origine de cette spécialité culinaire dans la,./corpus/wikipedia/Sarmale.txt #256
25477,0,spécialité,gastronomie,6347,origine de cette spécialité culinaire dans la gastronomie roumaine:,./corpus/wikipedia/Sarmale.txt #256
25478,3,spécialité,gastronomie,6347,origine de cette spécialité culinaire dans la gastronomie roumaine:,./corpus/wikipedia/Sarmale.txt #256
25479,35,spécialité,gastronomie,6347,origine de cette spécialité culinaire dans la gastronomie roumaine:,./corpus/wikipedia/Sarmale.txt #256
25480,152,spécialité,gastronomie,6347,origine de cette spécialité culinaire dans la gastronomie roumaine:,./corpus/wikipedia/Sarmale.txt #256
25481,0,peinture,rupestre,6348,font remonter aux peintures rupestres des hommes,./corpus/wikipedia/Sarmale.txt #343
25482,17,peinture,rupestre,6348,font remonter aux peintures rupestres des hommes,./corpus/wikipedia/Sarmale.txt #343
25483,17,homme,préhistorique,6349,peintures rupestres des hommes préhistoriques qui enveloppaient,./corpus/wikipedia/Sarmale.txt #346
25484,10,peau,animal,8,en utilisant des peaux d'animaux (comme,./corpus/wikipedia/Sarmale.txt #356
25485,17,feuille,comestible,6350,ou dans différentes feuilles comestibles comme dans,./corpus/wikipedia/Sarmale.txt #376
25486,666,point,vue,8,". Selon ce point de vue, le",./corpus/wikipedia/Sarmale.txt #387
25487,0,morceau,viande,8,était juste un morceau de viande roulé dans,./corpus/wikipedia/Sarmale.txt #399
25488,666,morceau,viande,8,était juste un morceau de viande roulé dans,./corpus/wikipedia/Sarmale.txt #399
25489,0,feuille,chou,6351,un emballage de feuille de chou. De,./corpus/wikipedia/Sarmale.txt #407
25490,10,feuille,chou,6351,un emballage de feuille de chou. De,./corpus/wikipedia/Sarmale.txt #407
25491,0,pot,argile,6352,"l'invention du pot d'argile, les",./corpus/wikipedia/Sarmale.txt #418
25492,17,territoire,actuel,130,résidant sur les territoires actuels de la,./corpus/wikipedia/Sarmale.txt #436
25493,0,grec,antique,5,", que les Grecs antiques, attesté",./corpus/wikipedia/Sarmale.txt #456
25494,0,feuille,figuier,6353,composé d'une feuille de figuier farcie de,./corpus/wikipedia/Sarmale.txt #474
25495,10,feuille,figuier,6353,composé d'une feuille de figuier farcie de,./corpus/wikipedia/Sarmale.txt #474
25496,0,mythologie,grec,5,"que dans la mythologie grecque, le",./corpus/wikipedia/Sarmale.txt #506
25497,42,mythologie,grec,5,"que dans la mythologie grecque, le",./corpus/wikipedia/Sarmale.txt #506
25498,0,mythologie,grec,5,"que dans la mythologie grecque, le",./corpus/wikipedia/Sarmale.txt #539
25499,42,mythologie,grec,5,"que dans la mythologie grecque, le",./corpus/wikipedia/Sarmale.txt #539
25500,0,Lycurgue,roi,6354,"des larmes de Lycurgue, roi des Édoniens",./corpus/wikipedia/Sarmale.txt #549
25501,6,Lycurgue,roi,6354,"des larmes de Lycurgue, roi des Édoniens",./corpus/wikipedia/Sarmale.txt #549
25502,130,Lycurgue,roi,6354,"des larmes de Lycurgue, roi des Édoniens",./corpus/wikipedia/Sarmale.txt #549
25503,0,feuille,chou,6355,utilisation de la feuille de chou farci pour,./corpus/wikipedia/Sarmale.txt #644
25504,10,feuille,chou,6355,utilisation de la feuille de chou farci pour,./corpus/wikipedia/Sarmale.txt #644
25505,0,feuille,chou,8,viande dans des feuilles de chou aurait été,./corpus/wikipedia/Sarmale.txt #736
25506,10,feuille,chou,8,viande dans des feuilles de chou aurait été,./corpus/wikipedia/Sarmale.txt #736
25507,0,chou,légume,6356,La culture du chou en tant que légume remonte à,./corpus/wikipedia/Sarmale.txt #785
25508,3,chou,légume,6356,La culture du chou en tant que légume remonte à,./corpus/wikipedia/Sarmale.txt #785
25509,6,chou,légume,6356,La culture du chou en tant que légume remonte à,./corpus/wikipedia/Sarmale.txt #785
25510,666,chou,légume,6356,La culture du chou en tant que légume remonte à,./corpus/wikipedia/Sarmale.txt #785
25511,17,forme,sauvage,6357,à partir de formes sauvages originaires d',./corpus/wikipedia/Sarmale.txt #800
25512,0,Europe,occidental,6358,sauvages originaires d'Europe occidentale ou méridionale,./corpus/wikipedia/Sarmale.txt #804
25513,777,domestication,porc,8,"viande, la domestication du porc remonte probablement",./corpus/wikipedia/Sarmale.txt #819
25514,17,expansion,rapide,6359,vont rendre son expansion très rapide à travers,./corpus/wikipedia/Sarmale.txt #866
25515,0,étymologie,mot,6360,attestée par l'étymologie du mot riz en,./corpus/wikipedia/Sarmale.txt #912
25516,0,grec,ancien,6361,terme dérivé du grec ancien (óruza,./corpus/wikipedia/Sarmale.txt #927
25517,17,grec,ancien,6361,terme dérivé du grec ancien (óruza,./corpus/wikipedia/Sarmale.txt #927
25518,0,empereur,romain,6362,conquise par l'empereur romain Trajan en,./corpus/wikipedia/Sarmale.txt #949
25519,666,empereur,romain,6362,conquise par l'empereur romain Trajan en,./corpus/wikipedia/Sarmale.txt #949
25520,0,empereur,Trajan,6363,conquise par l'empereur romain Trajan en 106,./corpus/wikipedia/Sarmale.txt #949
25521,64,empereur,Trajan,6363,conquise par l'empereur romain Trajan en 106,./corpus/wikipedia/Sarmale.txt #949
25522,0,romanisation,culture,6364,"ils imposèrent la romanisation de la culture indigène,",./corpus/wikipedia/Sarmale.txt #972
25523,666,romanisation,culture,6364,"ils imposèrent la romanisation de la culture indigène,",./corpus/wikipedia/Sarmale.txt #972
25524,0,recette,cuisine,6365,expose nombre de recettes de cuisine avec farce,./corpus/wikipedia/Sarmale.txt #1007
25525,3,recette,cuisine,6365,expose nombre de recettes de cuisine avec farce,./corpus/wikipedia/Sarmale.txt #1007
25526,10,recette,cuisine,6365,expose nombre de recettes de cuisine avec farce,./corpus/wikipedia/Sarmale.txt #1007
